"","date","ANZSOC.Group","Area.Unit","Meshblock","Territorial.Authority","Alert.Level"
"2069","1/05/2018","Common Assault","Featherston.",2268400,"South Wairarapa District.",2
"2070","1/05/2018","Common Assault","Appleby-Kew.",3112900,"Invercargill City.",2
"2071","1/05/2018","Common Assault","Elsdon-Takapuwahia.",2036303,"Porirua City.",2
"2072","1/05/2018","Common Assault","Willis Street-Cambridge Terrace.",2133200,"Wellington City.",2
"2073","1/05/2018","Common Assault","Hamilton Central.",909602,"Hamilton City.",2
"2074","1/05/2018","Common Assault","Hamilton Central.",911800,"Hamilton City.",2
"2075","1/05/2018","Common Assault","Rosehill.",805000,"Auckland.",2
"2076","1/05/2018","Common Assault","Heidelberg.",3147502,"Invercargill City.",2
"2077","1/05/2018","Common Assault","Clendon South.",774449,"Auckland.",2
"2078","1/05/2018","Aggravated Sexual Assault","Half Moon Bay.",678900,"Auckland.",2
"2079","1/05/2018","Aggravated Sexual Assault","Waitangirua.",2059000,"Porirua City.",2
"2080","1/05/2018","Non-Aggravated Sexual Assault","Tauhara.",1270800,"Taupo District.",2
"2081","1/05/2018","Non-Aggravated Sexual Assault","Paraite.",1559100,"New Plymouth District.",2
"2082","1/05/2018","Aggravated Sexual Assault","Massey University.",1798900,"Palmerston North City.",2
"2083","1/05/2018","Non-Aggravated Sexual Assault","Laird Park.",1704200,"Wanganui District.",2
"2084","1/05/2018","Aggravated Sexual Assault","Nawton.",905600,"Hamilton City.",2
"2085","1/05/2018","Aggravated Sexual Assault","Albany.",178900,"Auckland.",2
"2086","1/05/2018","Aggravated Sexual Assault","Hamilton Lake.",929502,"Hamilton City.",2
"2087","1/05/2018","Non-Aggravated Sexual Assault","Omanu.",1197700,"Tauranga City.",2
"2088","1/05/2018","Non-Aggravated Sexual Assault","Allandale-Mokorua.",1305909,"Whakatane District.",2
"2089","1/05/2018","Aggravated Sexual Assault","Nawton.",905600,"Hamilton City.",2
"2090","1/05/2018","Non-Aggravated Sexual Assault","999999",-315,"Tasman District.",2
"2091","1/05/2018","Non-Aggravated Sexual Assault","Auckland Central East.",438106,"Auckland.",2
"2092","1/05/2018","Aggravated Sexual Assault","Kingdale.",230402,"Auckland.",2
"2093","1/05/2018","Aggravated Sexual Assault","Porirua Central.",2052400,"Porirua City.",2
"2094","1/05/2018","Aggravated Sexual Assault","Hamilton Central.",912200,"Hamilton City.",2
"2095","1/05/2018","Aggravated Sexual Assault","Bellevue.",1159201,"Tauranga City.",2
"2096","1/05/2018","Aggravated Sexual Assault","Forbury.",2927900,"Dunedin City.",2
"2097","1/05/2018","Non-Aggravated Sexual Assault","Linwood East.",2567500,"Christchurch City.",2
"2098","1/05/2018","Aggravated Sexual Assault","Pigeon Mountain North.",680709,"Auckland.",2
"2099","1/05/2018","Aggravated Sexual Assault","Fernhill.",2895700,"Dunedin City.",2
"2100","1/05/2018","Aggravated Sexual Assault","Whataupoko.",1380100,"Gisborne District.",2
"2101","1/05/2018","Aggravated Sexual Assault","Bay View.",1413900,"Napier City.",2
"2102","1/05/2018","Aggravated Sexual Assault","999999",-161,"Waipa District.",2
"2103","1/05/2018","Aggravated Sexual Assault","Waipu.",81000,"Whangarei District.",2
"2104","1/05/2018","Non-Aggravated Sexual Assault","Auckland Central East.",437702,"Auckland.",2
"2105","1/05/2018","Aggravated Sexual Assault","Caversham.",2913400,"Dunedin City.",2
"2106","1/05/2018","Non-Aggravated Sexual Assault","Auckland Central West.",434300,"Auckland.",2
"2107","1/05/2018","Common Assault","Palmerston North Central.",1828500,"Palmerston North City.",2
"2108","1/05/2018","Common Assault","Lambton.",2123700,"Wellington City.",2
"2109","1/05/2018","Common Assault","Riccarton.",2473000,"Christchurch City.",2
"2110","1/05/2018","Common Assault","Huntly East.",944000,"Waikato District.",2
"2111","1/05/2018","Common Assault","Greytown.",2266000,"South Wairarapa District.",2
"2112","1/05/2018","Common Assault","Porirua East.",2055100,"Porirua City.",2
"2113","1/05/2018","Common Assault","Woolston South.",2586700,"Christchurch City.",2
"2114","1/05/2018","Common Assault","Middleton.",2638500,"Christchurch City.",2
"2115","1/05/2018","Common Assault","Freemans Bay.",415000,"Auckland.",2
"2116","1/05/2018","Common Assault","Wade Heads.",174013,"Auckland.",2
"2117","1/05/2018","Common Assault","Gisborne Central.",1372100,"Gisborne District.",2
"2118","1/05/2018","Common Assault","Hamilton Central.",909402,"Hamilton City.",2
"2119","1/05/2018","Common Assault","Sulphur Point.",1163002,"Tauranga City.",2
"2120","1/05/2018","Common Assault","Auckland Central East.",437101,"Auckland.",2
"2121","1/05/2018","Common Assault","Papakura East.",799500,"Auckland.",2
"2122","1/05/2018","Common Assault","Otago University.",2867800,"Dunedin City.",2
"2123","1/05/2018","Common Assault","St Leonards.",1487700,"Hastings District.",2
"2124","1/05/2018","Common Assault","Waterloo East.",1971400,"Lower Hutt City.",2
"2125","1/05/2018","Common Assault","Lochain.",1474003,"Hastings District.",2
"2126","1/05/2018","Common Assault","Hamilton Lake.",930601,"Hamilton City.",2
"2127","1/05/2018","Common Assault","Foxton Beach.",1782903,"Horowhenua District.",2
"2128","1/05/2018","Common Assault","Waihi.",1079800,"Hauraki District.",2
"2129","1/05/2018","Common Assault","Palmerston North Central.",1829400,"Palmerston North City.",2
"2130","1/05/2018","Common Assault","St Johns Hill.",1706200,"Wanganui District.",2
"2131","1/05/2018","Common Assault","Onekawa South.",1441200,"Napier City.",2
"2132","1/05/2018","Common Assault","Hornby South.",2489600,"Christchurch City.",2
"2133","1/05/2018","Common Assault","Victoria.",1236500,"Rotorua District.",2
"2134","1/05/2018","Common Assault","Hastings Central.",1492100,"Hastings District.",2
"2135","1/05/2018","Common Assault","Hastings Central.",1492100,"Hastings District.",2
"2136","1/03/2018","Common Assault","Howick Central.",650000,"Auckland.",4
"2137","1/03/2018","Common Assault","Auckland Central East.",437600,"Auckland.",4
"2138","1/03/2018","Common Assault","Onekawa Central.",1438600,"Napier City.",4
"2139","1/03/2018","Common Assault","Fairview.",179201,"Auckland.",4
"2140","1/03/2018","Common Assault","Auckland Central East.",438302,"Auckland.",4
"2141","1/03/2018","Common Assault","Mascot.",737500,"Auckland.",4
"2142","1/03/2018","Common Assault","Ngunguru.",62102,"Whangarei District.",4
"2143","1/03/2018","Common Assault","Aro Street-Nairn Street.",2159202,"Wellington City.",4
"2144","1/03/2018","Common Assault","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",4
"2145","1/03/2018","Common Assault","Auckland Central East.",437702,"Auckland.",4
"2146","1/03/2018","Common Assault","Frankton East.",3038309,"Queenstown-Lakes District.",4
"2147","1/03/2018","Common Assault","Hamilton Central.",911800,"Hamilton City.",4
"2148","1/03/2018","Common Assault","Willis Street-Cambridge Terrace.",2135500,"Wellington City.",4
"2149","1/03/2018","Common Assault","Matarawa.",1140700,"South Waikato District.",4
"2150","1/03/2018","Common Assault","Mosgiel South.",2968800,"Dunedin City.",4
"2151","1/03/2018","Common Assault","Mcleans Island.",2494300,"Christchurch City.",4
"2152","1/03/2018","Common Assault","Orewa.",171500,"Auckland.",4
"2153","1/03/2018","Common Assault","Willis Street-Cambridge Terrace.",2133600,"Wellington City.",4
"2154","1/03/2018","Common Assault","Hamilton Central.",911800,"Hamilton City.",4
"2155","1/03/2018","Common Assault","Newton.",412100,"Auckland.",4
"2156","1/03/2018","Common Assault","Auckland Harbourside.",433001,"Auckland.",4
"2157","1/03/2018","Common Assault","Twyford.",1471000,"Hastings District.",4
"2158","1/03/2018","Common Assault","Winchester.",2769300,"Timaru District.",4
"2159","1/03/2018","Common Assault","Urenui.",1550100,"New Plymouth District.",4
"2160","1/03/2018","Common Assault","Struan Park.",1568600,"New Plymouth District.",4
"2161","1/03/2018","Common Assault","Kuirau.",1233700,"Rotorua District.",4
"2162","1/03/2018","Common Assault","Sydenham.",2621701,"Christchurch City.",4
"2163","1/03/2018","Common Assault","Hastings Central.",1490600,"Hastings District.",4
"2164","1/03/2018","Common Assault","Brentwood.",1892300,"Upper Hutt City.",4
"2165","1/03/2018","Common Assault","Glen Innes West.",476100,"Auckland.",4
"2166","1/03/2018","Common Assault","Cathedral Square.",2649300,"Christchurch City.",4
"2167","1/03/2018","Common Assault","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",4
"2168","1/03/2018","Common Assault","Masterton Central.",2245300,"Masterton District.",4
"2169","1/03/2018","Common Assault","Taupo Central.",1274100,"Taupo District.",4
"2170","1/03/2018","Common Assault","Auckland Harbourside.",433006,"Auckland.",4
"2171","1/03/2018","Common Assault","Waitangirua.",2061501,"Porirua City.",4
"2172","1/03/2018","Common Assault","High St-Stuart St.",2899900,"Dunedin City.",4
"2173","1/03/2018","Common Assault","South Beach-Camerons.",2413702,"Grey District.",4
"2174","1/03/2018","Common Assault","Mt Maunganui North.",1196100,"Tauranga City.",4
"2175","1/03/2018","Common Assault","Palmerston North Central.",1829300,"Palmerston North City.",4
"2176","1/03/2018","Common Assault","Auckland Central West.",433600,"Auckland.",4
"2177","1/03/2018","Common Assault","Auckland Central West.",433302,"Auckland.",4
"2178","1/03/2018","Common Assault","Pomare.",1229300,"Rotorua District.",4
"2179","1/03/2018","Common Assault","Dargaville.",115700,"Kaipara District.",4
"2180","1/03/2018","Common Assault","New Plymouth Central.",1594700,"New Plymouth District.",4
"2181","1/03/2018","Common Assault","Grey Lynn East.",411000,"Auckland.",4
"2182","1/03/2018","Common Assault","Seaview.",2792400,"Timaru District.",4
"2183","1/03/2018","Common Assault","Willis Street-Cambridge Terrace.",2133300,"Wellington City.",4
"2184","1/03/2018","Common Assault","Windsor Park.",180866,"Auckland.",4
"2185","1/03/2018","Common Assault","Mt Maunganui North.",1196100,"Tauranga City.",4
"2186","1/03/2018","Common Assault","Mangere East.",747500,"Auckland.",4
"2187","1/03/2018","Common Assault","Hagley Park.",2678201,"Christchurch City.",4
"2188","1/03/2018","Common Assault","Beerescourt.",901100,"Hamilton City.",4
"2189","1/03/2018","Common Assault","Blenheim Central.",2299000,"Marlborough District.",4
"2190","1/03/2018","Common Assault","Orowaiti.",2387400,"Buller District.",4
"2191","1/03/2018","Common Assault","Casebrook.",2511900,"Christchurch City.",4
"2192","1/03/2018","Common Assault","Lambton.",2127300,"Wellington City.",4
"2193","1/03/2018","Common Assault","Huntly East.",943900,"Waikato District.",4
"2194","1/03/2018","Common Assault","Witherlea.",2304700,"Marlborough District.",4
"2195","1/03/2018","Common Assault","Takanini South.",765401,"Auckland.",4
"2196","1/03/2018","Common Assault","Middleton.",2539001,"Christchurch City.",4
"2197","1/03/2018","Common Assault","Masterton Central.",2245000,"Masterton District.",4
"2198","1/03/2018","Common Assault","North Harbour East.",180214,"Auckland.",4
"2199","1/03/2018","Common Assault","Aranui.",2576200,"Christchurch City.",4
"2200","1/03/2018","Common Assault","Dinsdale South.",921607,"Hamilton City.",4
"2201","1/03/2018","Common Assault","Mangere Station.",749900,"Auckland.",4
"2202","1/03/2018","Common Assault","Wesley.",579200,"Auckland.",4
"2203","1/03/2018","Common Assault","Taihape.",1751200,"Rangitikei District.",4
"2204","1/03/2018","Common Assault","Te Papapa.",607700,"Auckland.",4
"2205","1/03/2018","Common Assault","Victoria.",1237300,"Rotorua District.",4
"2206","1/03/2018","Common Assault","Whataroa.",2417800,"Westland District.",4
"2207","1/03/2018","Common Assault","Grey Lynn East.",404800,"Auckland.",4
"2208","1/03/2018","Aggravated Sexual Assault","Grey Lynn East.",411500,"Auckland.",4
"2209","1/03/2018","Non-Aggravated Sexual Assault","Kohimarama West.",503900,"Auckland.",4
"2210","1/03/2018","Non-Aggravated Sexual Assault","Ferrymead.",2589600,"Christchurch City.",4
"2211","1/03/2018","Aggravated Sexual Assault","Pines-Kairaki Beach.",2447204,"Waimakariri District.",4
"2212","1/03/2018","Non-Aggravated Sexual Assault","Takanini West.",767503,"Auckland.",4
"2213","1/03/2018","Aggravated Sexual Assault","Auckland Harbourside.",433001,"Auckland.",4
"2214","1/03/2018","Aggravated Sexual Assault","Auckland Central West.",434000,"Auckland.",4
"2215","1/03/2018","Non-Aggravated Sexual Assault","Trafalgar.",2320800,"Nelson City.",4
"2216","1/03/2018","Aggravated Sexual Assault","Hokowhitu East.",1850200,"Palmerston North City.",4
"2217","1/03/2018","Aggravated Sexual Assault","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",4
"2218","1/03/2018","Non-Aggravated Sexual Assault","Woodhill.",103300,"Whangarei District.",4
"2219","1/03/2018","Aggravated Sexual Assault","Dannevirke West.",1531000,"Tararua District.",4
"2220","1/03/2018","Non-Aggravated Sexual Assault","Epsom North.",457700,"Auckland.",4
"2221","1/03/2018","Aggravated Sexual Assault","Morrinsville East.",1090100,"Matamata-Piako District.",4
"2222","1/03/2018","Aggravated Sexual Assault","Somerfield.",2647400,"Christchurch City.",4
"2223","1/03/2018","Common Assault","Tiniroto.",1365600,"Gisborne District.",4
"2224","1/03/2018","Common Assault","Otaihanga.",1999601,"Kapiti Coast District.",4
"2225","1/03/2018","Common Assault","Tuff Crater.",364900,"Auckland.",4
"2226","1/03/2018","Common Assault","Te Aroha.",1101900,"Matamata-Piako District.",4
"2227","1/03/2018","Common Assault","Waiwhetu North.",1976800,"Lower Hutt City.",4
"2228","1/03/2018","Common Assault","St Martins.",2553200,"Christchurch City.",4
"2229","1/03/2018","Common Assault","Chertsey.",2749400,"Ashburton District.",4
"2230","1/03/2018","Common Assault","Kaimai.",1191301,"Western Bay of Plenty District.",4
"2231","1/03/2018","Common Assault","Twyford.",1469703,"Hastings District.",4
"2232","1/03/2018","Common Assault","Twizel Community.",2811400,"Mackenzie District.",4
"2233","1/03/2018","Common Assault","Naenae North.",1954600,"Lower Hutt City.",4
"2234","1/03/2018","Common Assault","Beachhaven North.",341700,"Auckland.",4
"2235","1/03/2018","Common Assault","Papakura North.",790900,"Auckland.",4
"2236","1/03/2018","Common Assault","Hillcrest West.",887702,"Hamilton City.",4
"2237","1/03/2018","Common Assault","Epuni West.",1946000,"Lower Hutt City.",4
"2238","1/03/2018","Common Assault","Greymouth Central.",2406900,"Grey District.",4
"2239","1/03/2018","Common Assault","Mairaki.",2450500,"Waimakariri District.",4
"2240","1/03/2018","Common Assault","Bryant.",897907,"Hamilton City.",4
"2241","1/03/2018","Common Assault","Leamington East.",966300,"Waipa District.",4
"2242","1/03/2018","Common Assault","Waimumu South.",228000,"Auckland.",4
"2243","1/03/2018","Common Assault","Paremoremo East.",179701,"Auckland.",4
"2244","1/03/2018","Common Assault","Sandringham West.",541800,"Auckland.",4
"2245","1/03/2018","Common Assault","Burswood.",711403,"Auckland.",4
"2246","1/03/2018","Common Assault","Weymouth East.",774003,"Auckland.",4
"2247","1/03/2018","Common Assault","Hamilton East.",891900,"Hamilton City.",4
"2248","1/03/2018","Common Assault","Hamilton East.",891900,"Hamilton City.",4
"2249","1/03/2018","Aggravated Sexual Assault","999999",-274,"Lower Hutt City.",4
"2250","1/03/2018","Aggravated Sexual Assault","Hokianga South.",25500,"Far North District.",4
"2251","1/03/2018","Aggravated Sexual Assault","Rongomai.",714802,"Auckland.",4
"2252","1/03/2018","Aggravated Sexual Assault","Kelvin Grove.",1839517,"Palmerston North City.",4
"2253","1/03/2018","Aggravated Sexual Assault","Te Kuiti.",1006800,"Waitomo District.",4
"2254","1/03/2018","Aggravated Sexual Assault","Lambton.",2123902,"Wellington City.",4
"2255","1/03/2019","Common Assault","Mangere South.",726400,"Auckland.",4
"2256","1/03/2019","Common Assault","Queenstown Hill.",3033700,"Queenstown-Lakes District.",4
"2257","1/03/2019","Common Assault","Aongatete.",1185000,"Western Bay of Plenty District.",4
"2258","1/03/2019","Common Assault","Tikipunga East.",87000,"Whangarei District.",4
"2259","1/03/2019","Common Assault","Riwaka.",2367700,"Tasman District.",4
"2260","1/03/2019","Common Assault","Kawerau.",1315400,"Kawerau District.",4
"2261","1/03/2019","Common Assault","Glen Eden East.",286200,"Auckland.",4
"2262","1/03/2019","Common Assault","Otahuhu West.",784000,"Auckland.",4
