OBJECTID,dp_zone,SubZone,Centre_Type,Property_Report_Note,GlobalID,Shape__Area,Shape__Length
252,Outer Residential,,,,c2cf48e5-e5d7-4a22-a584-35ffca90047a,15536.6953125,936.958292214124
253,Outer Residential,,,,ca15fbcc-aa83-4c2e-8b6d-4d1201ae138b,15629.859375,686.540385789549
254,Outer Residential,,,,d85b4147-90c9-42ae-871b-1b629582a6cb,15650.4921875,672.294421899008
255,Outer Residential,,,,f31ee23a-05c8-4c9a-91ff-3f531288639e,15466.6640625,582.491953780942
256,Outer Residential,,,,80df48f3-0067-4cf4-8d7e-25c0676b7bfe,15850.40625,540.115687089972
257,Outer Residential,,,,216292bc-743c-4d64-b1ee-f92822c1bfe2,15887.1875,559.159448682422
258,Outer Residential,,,,6ac0f826-dc81-44ee-b77e-1e0c73eb6518,15964.6015625,589.851754822329
259,Outer Residential,,,,fc62b5de-6f81-40e3-a114-0d9a3b0e3faa,15958.65625,741.336947390634
260,Outer Residential,,,,c2d73ad7-f7a8-4fee-9f4d-68d2e077b7d7,15973.6640625,577.218758712963
261,Outer Residential,,,,c2da6471-c90d-4fff-9a52-6a0a850a2a30,16112.046875,529.521460169299
