"","month","year","Event","Area.Unit","Meshblock","Territorial.Authority","Alert.Level","Location","No"
"1740","6","18","Common Assault","Manukau Central.",781200,"Auckland.",1,"Auckland",NA
"1741","6","18","Serious Assault Resulting in Injury","Lichfield.",1134302,"South Waikato District.",1,"Waikato",NA
"1742","6","18","Common Assault","Whangarei Central.",99700,"Whangarei District.",1,"Northland",NA
"1743","6","18","Common Assault","Opotiki.",1339500,"Opotiki District.",1,"Bay Of Plenty",NA
"1744","6","18","Common Assault","Albany.",178900,"Auckland.",1,"Auckland",NA
"1745","6","18","Serious Assault Resulting in Injury","Sockburn.",2476600,"Christchurch City.",1,"Canterbury",NA
"1746","6","18","Common Assault","Papakura Central.",793000,"Auckland.",1,"Auckland",NA
"1747","6","18","Common Assault","Ngahinapouri.",979803,"Waipa District.",1,"Waikato",NA
"1748","6","18","Serious Assault Resulting in Injury","Takaro.",1821800,"Palmerston North City.",1,"West Coast/ Upper-Central North",NA
"1749","6","18","Common Assault","Patea.",1660600,"South Taranaki District.",1,"West Coast/ Upper-Central North",NA
"1750","6","18","Common Assault","Kilbirnie East.",2178200,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"1751","6","18","Serious Assault Resulting in Injury","Linwood East.",2566700,"Christchurch City.",1,"Canterbury",NA
"1752","6","18","Aggravated Sexual Assault","Kaitaia West.",14600,"Far North District.",1,"Northland",NA
"1753","6","18","Non-Aggravated Sexual Assault","Petone Central.",2034000,"Lower Hutt City.",1,"Wellington/ Lower-Central North",NA
"1754","6","18","Non-Aggravated Sexual Assault","Flaxmere East.",1473700,"Hastings District.",1,"Hawkes Bay/ Gisborne",NA
"1755","7","18","Common Assault","Auckland Central West.",433501,"Auckland.",1,"Auckland",NA
"1756","7","18","Common Assault","Sturges North.",236103,"Auckland.",1,"Auckland",NA
"1757","7","18","Common Assault","Buckland South.",824601,"Waikato District.",1,"Waikato",NA
"1758","7","18","Common Assault","Hamilton Central.",909302,"Hamilton City.",1,"Waikato",NA
"1759","7","18","Common Assault","Roberton.",382200,"Auckland.",1,"Auckland",NA
"1760","7","18","Common Assault","Willis Street-Cambridge Terrace.",2135500,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"1761","7","18","Serious Assault Not Resulting in Injury","Stuart St-Frederick St.",2902900,"Dunedin City.",1,"Southland/ Otago",NA
"1762","7","18","Serious Assault Resulting in Injury","Cape Rodney.",135201,"Auckland.",1,"Auckland",NA
"1763","7","18","Common Assault","Auckland Central West.",434500,"Auckland.",1,"Auckland",NA
"1764","7","18","Common Assault","Wanganui Collegiate.",1722000,"Wanganui District.",1,"West Coast/ Upper-Central North",NA
"1765","7","18","Common Assault","Central Gore.",3061500,"Gore District.",1,"Southland/ Otago",NA
"1766","7","18","Common Assault","Wiri.",780409,"Auckland.",1,"Auckland",NA
"1767","7","18","Common Assault","Dannemora.",711709,"Auckland.",1,"Auckland",NA
"1768","7","18","Serious Assault Not Resulting in Injury","Arataki.",1201300,"Tauranga City.",1,"Bay Of Plenty",NA
"1769","7","18","Common Assault","Red Hill.",800303,"Auckland.",1,"Auckland",NA
"1770","7","18","Common Assault","Gisborne Central.",1371000,"Gisborne District.",1,"Hawkes Bay/ Gisborne",NA
"1771","7","18","Common Assault","Auckland Central East.",437600,"Auckland.",1,"Auckland",NA
"1772","7","18","Aggravated Sexual Assault","Auckland Harbourside.",438214,"Auckland.",1,"Auckland",NA
"1773","7","18","Non-Aggravated Sexual Assault","Otakaro Park.",3106100,"Invercargill City.",1,"Southland/ Otago",NA
"1774","7","18","Non-Aggravated Sexual Assault","Rolleston North East.",2719303,"Selwyn District.",1,"Canterbury",NA
"1780","3","17","Common Assault","Holborn.",1931600,"Lower Hutt City.",4,"Wellington/ Lower-Central North",NA
"1781","3","17","Common Assault","Weymouth East.",774201,"Auckland.",4,"Auckland",NA
"1782","3","17","Common Assault","North Harbour East.",180507,"Auckland.",4,"Auckland",NA
"1783","3","17","Common Assault","Waerenga.",938602,"Waikato District.",4,"Waikato",NA
"1784","3","17","Common Assault","Auckland Central East.",437600,"Auckland.",4,"Auckland",NA
"1785","3","17","Common Assault","Mairangi Bay.",151800,"Auckland.",4,"Auckland",NA
"1786","3","17","Serious Assault Not Resulting in Injury","Manurewa Central.",751600,"Auckland.",4,"Auckland",NA
"1787","3","17","Serious Assault Not Resulting in Injury","Auckland Central East.",437101,"Auckland.",4,"Auckland",NA
"1788","3","17","Serious Assault Not Resulting in Injury","St Leonards.",1488100,"Hastings District.",4,"Hawkes Bay/ Gisborne",NA
"1789","3","17","Serious Assault Resulting in Injury","Huntly East.",943900,"Waikato District.",4,"Waikato",NA
"1790","3","17","Common Assault","Glenfield Central.",200800,"Auckland.",4,"Auckland",NA
"1791","3","17","Common Assault","Opotiki.",1339000,"Opotiki District.",4,"Bay Of Plenty",NA
"1792","3","17","Common Assault","Nelson Park.",1428500,"Napier City.",4,"Hawkes Bay/ Gisborne",NA
"1793","3","17","Common Assault","Levin West.",1871900,"Horowhenua District.",4,"Wellington/ Lower-Central North",NA
"1794","3","17","Serious Assault Not Resulting in Injury","Hokianga South.",26600,"Far North District.",4,"Northland",NA
"1795","3","17","Serious Assault Not Resulting in Injury","Linton Military Camp.",1798501,"Palmerston North City.",4,"West Coast/ Upper-Central North",NA
"1796","3","17","Serious Assault Resulting in Injury","Bluff Hill.",1422200,"Napier City.",4,"Hawkes Bay/ Gisborne",NA
"1797","3","17","Common Assault","High St-Stuart St.",2899900,"Dunedin City.",4,"Southland/ Otago",NA
"1798","3","17","Common Assault","Masterton Central.",2242800,"Masterton District.",4,"Wellington/ Lower-Central North",NA
"1799","3","17","Common Assault","Auckland Central West.",433801,"Auckland.",4,"Auckland",NA
"1800","3","17","Common Assault","Gisborne Central.",1371500,"Gisborne District.",4,"Hawkes Bay/ Gisborne",NA
"1801","3","17","Common Assault","Kerikeri.",53600,"Far North District.",4,"Northland",NA
"1802","3","17","Common Assault","West Gore.",3059000,"Gore District.",4,"Southland/ Otago",NA
"1803","3","17","Common Assault","Whareama.",2255300,"Masterton District.",4,"Wellington/ Lower-Central North",NA
"1804","3","17","Serious Assault Not Resulting in Injury","Woolston South.",2588300,"Christchurch City.",4,"Canterbury",NA
"1805","3","17","Serious Assault Not Resulting in Injury","West Harbour.",224229,"Auckland.",4,"Auckland",NA
"1806","3","17","Serious Assault Resulting in Injury","Auckland Harbourside.",437903,"Auckland.",4,"Auckland",NA
"1807","3","17","Serious Assault Resulting in Injury","Mangere Central.",740200,"Auckland.",4,"Auckland",NA
"1808","3","17","Common Assault","Wairakei-Aratiatia.",1278500,"Taupo District.",4,"Waikato",NA
"1809","3","17","Common Assault","Willis Street-Cambridge Terrace.",2133200,"Wellington City.",4,"Wellington/ Lower-Central North",NA
"1810","3","17","Common Assault","Auckland Central West.",434500,"Auckland.",4,"Auckland",NA
"1811","3","17","Common Assault","Addington.",2660200,"Christchurch City.",4,"Canterbury",NA
"1812","3","17","Common Assault","Linwood North.",2612200,"Christchurch City.",4,"Canterbury",NA
"1813","3","17","Common Assault","Hataitai North.",2181700,"Wellington City.",4,"Wellington/ Lower-Central North",NA
"1814","3","17","Common Assault","Omanu.",1203600,"Tauranga City.",4,"Bay Of Plenty",NA
"1815","3","17","Serious Assault Not Resulting in Injury","Somerfield.",2645100,"Christchurch City.",4,"Canterbury",NA
"1816","3","17","Serious Assault Not Resulting in Injury","Kaiti South.",1387300,"Gisborne District.",4,"Hawkes Bay/ Gisborne",NA
"1817","3","17","Serious Assault Not Resulting in Injury","Opotiki.",1340000,"Opotiki District.",4,"Bay Of Plenty",NA
"1818","3","17","Serious Assault Resulting in Injury","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",4,"Wellington/ Lower-Central North",NA
"1819","3","17","Serious Assault Resulting in Injury","Auckland Harbourside.",437903,"Auckland.",4,"Auckland",NA
"1820","3","17","Common Assault","Taita South.",1936600,"Lower Hutt City.",4,"Wellington/ Lower-Central North",NA
"1821","3","17","Common Assault","Waiake.",164203,"Auckland.",4,"Auckland",NA
"1822","3","17","Common Assault","Arch Hill.",418000,"Auckland.",4,"Auckland",NA
"1823","3","17","Common Assault","Mangere Central.",740500,"Auckland.",4,"Auckland",NA
"1824","3","17","Common Assault","Freemans Bay.",414000,"Auckland.",4,"Auckland",NA
"1825","3","17","Common Assault","Otahuhu North.",787200,"Auckland.",4,"Auckland",NA
"1826","3","17","Common Assault","Playford Park.",1868000,"Horowhenua District.",4,"Wellington/ Lower-Central North",NA
"1827","3","17","Serious Assault Not Resulting in Injury","Poike.",1177900,"Tauranga City.",4,"Bay Of Plenty",NA
"1828","3","17","Serious Assault Not Resulting in Injury","Bell Block.",1561100,"New Plymouth District.",4,"West Coast/ Upper-Central North",NA
"1829","3","17","Serious Assault Resulting in Injury","Upper Hutt Central.",1906200,"Upper Hutt City.",4,"Wellington/ Lower-Central North",NA
"1830","3","17","Serious Assault Resulting in Injury","Bridge Pa.",1470213,"Hastings District.",4,"Hawkes Bay/ Gisborne",NA
"1831","3","17","Common Assault","Tamatea South.",1454200,"Napier City.",4,"Hawkes Bay/ Gisborne",NA
"1832","3","17","Common Assault","Weymouth East.",773400,"Auckland.",4,"Auckland",NA
"1833","3","17","Common Assault","Paparua.",2494600,"Christchurch City.",4,"Canterbury",NA
"1834","3","17","Common Assault","Otahuhu West.",784100,"Auckland.",4,"Auckland",NA
"1835","3","17","Common Assault","Takaka.",2345200,"Tasman District.",4,"Tasman/ South-West Coast",NA
"1836","3","17","Serious Assault Not Resulting in Injury","St Lukes.",534500,"Auckland.",4,"Auckland",NA
"1837","3","17","Serious Assault Not Resulting in Injury","Aro Street-Nairn Street.",2159203,"Wellington City.",4,"Wellington/ Lower-Central North",NA
"1838","3","17","Serious Assault Resulting in Injury","Homai East.",778700,"Auckland.",4,"Auckland",NA
"1839","3","17","Common Assault","Freemans Bay.",413500,"Auckland.",4,"Auckland",NA
"1840","3","17","Common Assault","Palmerston North Hospital.",1834100,"Palmerston North City.",4,"West Coast/ Upper-Central North",NA
"1841","3","17","Serious Assault Not Resulting in Injury","Dargaville.",114302,"Kaipara District.",4,"Northland",NA
"1842","3","17","Serious Assault Resulting in Injury","Auckland Central East.",437102,"Auckland.",4,"Auckland",NA
"1843","3","17","Common Assault","Te Kauwhata.",938500,"Waikato District.",4,"Waikato",NA
"1844","3","17","Common Assault","Hamilton Central.",912200,"Hamilton City.",4,"Waikato",NA
"1845","3","17","Common Assault","Levin West.",1869600,"Horowhenua District.",4,"Wellington/ Lower-Central North",NA
"1846","3","17","Common Assault","Katikati Community.",1183807,"Western Bay of Plenty District.",4,"Bay Of Plenty",NA
"1847","3","17","Common Assault","Timaru Gardens.",2803100,"Timaru District.",4,"Canterbury",NA
"1848","3","17","Common Assault","Albany.",178501,"Auckland.",4,"Auckland",NA
"1849","3","17","Serious Assault Not Resulting in Injury","Moturoa.",1585500,"New Plymouth District.",4,"West Coast/ Upper-Central North",NA
"1850","3","17","Serious Assault Resulting in Injury","Waingawa.",2262400,"Carterton District.",4,"Wellington/ Lower-Central North",NA
"1851","3","17","Serious Assault Resulting in Injury","Kingdale.",232001,"Auckland.",4,"Auckland",NA
"1991","4","18","Serious Assault Resulting in Injury","High St-Stuart St.",2899900,"Dunedin City.",3,"Southland/ Otago",NA
"1992","4","18","Serious Assault Resulting in Injury","Linton Military Camp.",1798501,"Palmerston North City.",3,"West Coast/ Upper-Central North",NA
"1993","4","18","Common Assault","Auckland Central East.",437500,"Auckland.",3,"Auckland",NA
"1994","4","18","Common Assault","Nawton.",905600,"Hamilton City.",3,"Waikato",NA
"1995","4","18","Common Assault","Heidelberg.",3146600,"Invercargill City.",3,"Southland/ Otago",NA
"1996","4","18","Common Assault","Drury.",808501,"Auckland.",3,"Auckland",NA
"1997","4","18","Serious Assault Not Resulting in Injury","Te Maunga.",1206701,"Tauranga City.",3,"Bay Of Plenty",NA
"1998","4","18","Serious Assault Resulting in Injury","Evansdale.",2858100,"Dunedin City.",3,"Southland/ Otago",NA
"1999","4","18","Common Assault","Waikowhai East.",589802,"Auckland.",3,"Auckland",NA
"2000","4","18","Common Assault","Poike.",1178002,"Tauranga City.",3,"Bay Of Plenty",NA
"2001","4","18","Serious Assault Not Resulting in Injury","Spotswood.",1578602,"New Plymouth District.",3,"West Coast/ Upper-Central North",NA
"2002","4","18","Serious Assault Resulting in Injury","Taumarunui Central.",1035200,"Ruapehu District.",3,"West Coast/ Upper-Central North",NA
"2003","4","18","Common Assault","Fairdene.",231001,"Auckland.",3,"Auckland",NA
"2004","4","18","Common Assault","Highbury.",1818800,"Palmerston North City.",3,"West Coast/ Upper-Central North",NA
"2005","4","18","Common Assault","Waiwhero.",1264202,"Rotorua District.",3,"Bay Of Plenty",NA
"2006","4","18","Common Assault","Wiri.",780506,"Auckland.",3,"Auckland",NA
"2007","4","18","Serious Assault Not Resulting in Injury","Mt Wellington South.",638002,"Auckland.",3,"Auckland",NA
"2008","4","18","Serious Assault Not Resulting in Injury","Paparua.",2494600,"Christchurch City.",3,"Canterbury",NA
"2009","4","18","Serious Assault Resulting in Injury","Lake Hayes South.",3039712,"Queenstown-Lakes District.",3,"Southland/ Otago",NA
"2010","4","18","Serious Assault Resulting in Injury","Porirua Central.",2052500,"Porirua City.",3,"Wellington/ Lower-Central North",NA
"2011","4","18","Aggravated Sexual Assault","999999",-36,"Auckland.",3,"Auckland",NA
"2012","4","18","Non-Aggravated Sexual Assault","999999",-153,"Hamilton City.",3,"Waikato",NA
"2013","4","18","Aggravated Sexual Assault","University.",890000,"Hamilton City.",3,"Waikato",NA
"2014","4","18","Aggravated Sexual Assault","Auckland Central East.",438106,"Auckland.",3,"Auckland",NA
"2015","4","18","Non-Aggravated Sexual Assault","Marewa.",1435700,"Napier City.",3,"Hawkes Bay/ Gisborne",NA
"2016","4","18","Aggravated Sexual Assault","Bruce.",2982000,"Clutha District.",3,"Southland/ Otago",NA
"2017","4","18","Non-Aggravated Sexual Assault","Massey Park.",797800,"Auckland.",3,"Auckland",NA
"2018","4","18","Common Assault","999999",-64,"Auckland.",3,"Auckland",NA
"2019","4","18","Serious Assault Not Resulting in Injury","Highbury.",1818700,"Palmerston North City.",3,"West Coast/ Upper-Central North",NA
"2020","4","18","Common Assault","Williams Domain.",1691300,"Wanganui District.",3,"West Coast/ Upper-Central North",NA
"2021","4","18","Serious Assault Not Resulting in Injury","Tamatea South.",1452500,"Napier City.",3,"Hawkes Bay/ Gisborne",NA
"2022","4","18","Common Assault","Huapai.",214105,"Auckland.",3,"Auckland",NA
"2023","4","18","Common Assault","Trident.",1311200,"Whakatane District.",3,"Bay Of Plenty",NA
"2024","4","18","Serious Assault Not Resulting in Injury","Waikanae East.",1998402,"Kapiti Coast District.",3,"Wellington/ Lower-Central North",NA
"2025","4","18","Serious Assault Not Resulting in Injury","Wiri.",780415,"Auckland.",3,"Auckland",NA
"2026","4","18","Aggravated Sexual Assault","Murupara.",1328501,"Whakatane District.",3,"Bay Of Plenty",NA
"2052","5","18","Common Assault","Gisborne Central.",1372900,"Gisborne District.",2,"Hawkes Bay/ Gisborne",NA
"2053","5","18","Common Assault","Masterton West.",2237000,"Masterton District.",2,"Wellington/ Lower-Central North",NA
"2054","5","18","Common Assault","Matarawa.",1141300,"South Waikato District.",2,"Waikato",NA
"2055","5","18","Common Assault","Featherston.",2268400,"South Wairarapa District.",2,"Wellington/ Lower-Central North",NA
"2056","5","18","Common Assault","Hamilton Central.",911800,"Hamilton City.",2,"Waikato",NA
"2057","5","18","Serious Assault Not Resulting in Injury","Tauranga Hospital.",1169301,"Tauranga City.",2,"Bay Of Plenty",NA
"2058","5","18","Serious Assault Resulting in Injury","Grey Lynn East.",409100,"Auckland.",2,"Auckland",NA
"2059","5","18","Serious Assault Resulting in Injury","Sherwood Rise.",111100,"Whangarei District.",2,"Northland",NA
"2060","5","18","Aggravated Sexual Assault","Yaldhurst.",2495000,"Christchurch City.",2,"Canterbury",NA
"2061","5","18","Non-Aggravated Sexual Assault","Enderley.",864300,"Hamilton City.",2,"Waikato",NA
"2062","5","18","Aggravated Sexual Assault","Hornby North.",2488604,"Christchurch City.",2,"Canterbury",NA
"2063","5","18","Aggravated Sexual Assault","Rutland.",2684000,"Christchurch City.",2,"Canterbury",NA
"2064","5","18","Common Assault","Lambton.",2123700,"Wellington City.",2,"Wellington/ Lower-Central North",NA
"2065","5","18","Common Assault","Woolston South.",2586700,"Christchurch City.",2,"Canterbury",NA
